customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6100-SPVAX,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,82.08,1667.89,Yes
9559-XWPDS,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),61.15,3082.37,No
2085-DDVJM,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,64.93,732.36,No
8354-QTCNY,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),63.57,1524.99,No
8605-KHWRD,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.44,1582.32,Yes
5827-NYVET,Female,0,No,No,35,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,81.53,2777.89,No
2270-PXYBD,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,65.8,3908.57,No
4702-WZRZE,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.92,2064.06,No
9020-UAVPM,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.01,6431.27,No
5770-PUNWX,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.49,1813.63,No
9172-TRLDM,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.53,173.69,Yes
5214-WSDBH,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.72,2210.93,No
2847-PCMGZ,Female,1,No,No,64,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.3,5477.97,No
4038-SKVZG,Female,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,60.07,3144.84,No
8344-NVALT,Female,0,Yes,No,5,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,49.03,225.93,No
8370-NVSGH,Male,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.51,2768.46,No
3138-AULSG,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.38,1170.53,No
3402-LMPFL,Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,78.21,465.02,Yes
7828-DFGZC,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,67.17,885.91,No
9534-SNMJR,Male,1,Yes,Yes,54,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,64.39,3378.05,No
6476-NLZVT,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,92.61,1075.96,Yes
8970-XVBFW,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.83,2486.52,Yes
6139-JYUGV,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),73.0,2956.9,No
9921-LZWWB,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.67,1395.36,No
2576-MGPES,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),86.02,1609.34,No
8420-TNAEG,Female,1,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),77.43, ,No
5917-FMEJR,Male,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),98.0,5805.39,No
4495-TWDXG,Male,1,No,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,92.57,5915.96,No
6322-JRTZG,Male,1,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.78,1466.45,No
7593-NYFTV,Female,0,No,No,35,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.54,1835.38,No
5559-LJQRK,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,77.51,3954.02,Yes
8447-KWWGA,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,90.04,785.2,No
4453-HKVVR,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.18,3749.37,No
8624-KVGEV,Female,1,Yes,No,43,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,57.63,2283.68,No
2493-XPUGK,Female,1,No,No,46,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),68.47,3096.83,Yes
1749-VYBCJ,Male,1,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.1,1126.12,No
4805-MWAZU,Male,0,No,Yes,64,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,69.37,4394.62,No
2729-XGHPJ,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,90.42,4794.58,Yes
2480-UXRPE,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.08,182.15,No
3453-SAJSZ,Female,1,No,No,51,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,65.99,3280.48,No
5238-EKXSW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.22,4532.55,Yes
3862-PEWYE,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.98,2367.93,No
5066-KBKPQ,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,88.54,3704.24,No
5550-KZANX,Female,0,Yes,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.37,259.5,Yes
7715-BREHC,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.37,1509.98,No
3651-XKHYG,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),86.46,5133.33,No
1998-EWVVF,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.59, ,Yes
7260-TSNFJ,Female,0,No,No,71,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.75,3799.12,No
9595-PLBJM,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.67,982.73,Yes
7818-VVHFD,Female,0,No,No,56,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.75,3121.51,No
9204-RJJMQ,Female,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),59.6,925.51,No
2669-GLETP,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,75.25,140.87,No
1469-FFNTA,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.58,1198.95,No
4100-PEKBD,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),97.55,5146.55,Yes
5774-JCKFR,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),60.9,341.68,No
5458-QAKJC,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.69,453.27,No
1150-YLJCJ,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,87.26,1827.29,Yes
6592-TPXKJ,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,92.15,6003.96,No
6140-YHZDU,Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,92.53,1990.88,No
6683-VPGVJ,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),89.1,352.88,No
2287-SBUQP,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.67,1869.75,No
3760-BQSAM,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),62.51,369.42,No
6695-WDCMN,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.76,3161.11,Yes
2954-ALRTH,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,91.94,1171.59,Yes
6474-YHKSM,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.89,431.02,No
7052-BVDLU,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.38,4197.56,Yes
6665-NZAHM,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,62.2,556.14,Yes
3704-GTTYX,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.58,1126.89,No
4294-NXRGZ,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),95.28,3788.74,No
4161-UZDHY,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.22,4718.48,Yes
7324-MMFFH,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),58.11,602.64,No
1179-ZRMZH,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.98,639.64,No
1204-ATLEG,Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.99, ,Yes
8716-DMEJH,Male,1,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.57,1124.24,No
2182-AJGXW,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,86.42,6191.43,No
4591-GDQYW,Female,0,No,Yes,32,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),76.83,2438.96,No
2821-YRRKS,Female,0,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,86.47,3024.03,No
2577-MGVPR,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.19,603.98,No
8731-ARGKC,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,71.22,4235.23,No
8165-UBDKE,Female,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,960.11,No
8061-UZWZZ,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.79,171.69,No
3826-ARGQZ,Male,1,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Mailed check,88.55,3210.14,Yes
2020-AEMZN,Male,1,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.54,627.28,No
4569-FMVXP,Female,0,No,No,43,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),77.43,3143.98,No
7419-MWYGQ,Male,1,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,86.28,3992.0,No
3290-XVTYE,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),101.19,2771.16,No
7099-THAKS,Female,0,Yes,Yes,32,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),78.11,2304.55,No
5435-XRWHU,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.63,4312.57,Yes
3735-CZRUR,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.23,713.43,Yes
4987-FLEBY,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),83.84,159.66,Yes
9890-QMBMR,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),67.47,1894.11,No
2742-FQVZQ,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.92,864.68,No
6951-RZEVK,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.87,534.7,No
9797-GCPLC,Female,0,No,No,31,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.34,1964.62,Yes
8518-AFQQA,Female,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.92,141.28,Yes
2698-YMPNU,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.28,4445.82,No
3343-KRLBP,Male,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.11,1084.67,No
7233-MNNDA,Female,1,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.89,425.75,No
2893-ECWWR,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.03,3714.48,No
8455-LRWRF,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.05,343.39,No
8903-BPWAJ,Male,1,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,60.24,1648.57,No
8614-ADGDT,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.93,577.17,No
8773-MYGCP,Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.07,5750.01,No
3060-CUUQA,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,90.31,3147.75,No
6558-HEGBE,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,69.17,3085.05,No
2768-UFZWZ,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.9,959.17,Yes
4614-YGKZH,Male,0,No,No,67,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.81,3707.68,No
6397-CQEZV,Male,0,Yes,Yes,49,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,59.74,2763.06,No
1672-PFPJC,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.81,588.93,Yes
4575-EBRWR,Male,1,No,Yes,24,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,63.76,1449.0,No
8162-UTBWZ,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.51,1084.32,No
3891-KBQMZ,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.05,1006.24,No
1590-HDGVV,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.05,4154.49,Yes
2135-YGZPC,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.67,793.74,No
8870-QXPZG,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,82.26,3029.51,No
1533-XXAKQ,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.53,774.31,No
1791-EDPUM,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.63,5468.64,No
5883-WNZHD,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,77.48,3826.7,No
8767-WCFEJ,Male,0,Yes,Yes,51,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,54.06,2696.86,No
4597-BTSTC,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.24,1195.69,No
2878-GAMHP,Male,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.76,4199.08,No
3591-NSAGB,Female,0,No,No,55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.03,4119.84,No
4885-LVYNF,Male,0,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,68.64,1121.99,No
5359-NBMQP,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.93,787.71,No
3067-HGTCN,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.71,228.43,No
6914-UNZTP,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),90.54,2343.84,No
6456-EXYMT,Female,0,No,Yes,21,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.92,1317.78,Yes
6718-NXQSV,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.64,918.14,Yes
5173-KYBWS,Male,0,No,No,39,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.68,1846.99,No
6108-TZZPT,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.23,895.77,No
3004-PPHZZ,Male,0,No,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,71.42,2339.57,No
1192-EGTTN,Male,0,No,No,63,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,67.53,4224.4,No
9934-HVXDW,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.47,1927.64,No
1267-ZAZJX,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.05,803.86,Yes
4216-MSKJT,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.3,1468.48,No
9464-FKREM,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.39,1174.84,Yes
7911-MAKQU,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,71.02,5002.69,Yes
8714-BKJZF,Female,0,Yes,Yes,48,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.65,2825.32,No
6685-DPFLW,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),78.64,1357.51,No
2657-JCDXV,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,66.66,2576.68,No
1861-DQYAB,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,5399.46,No
9067-BKFRS,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,88.18,5815.39,No
3407-BBPCZ,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.77,2048.54,Yes
9321-VBXSN,Male,0,Yes,No,2,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,63.74,117.54,Yes
9028-HHSWJ,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.45,103.54,No
2563-XAJTN,Male,0,Yes,Yes,64,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.6,4890.7,No
5658-PRVHA,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.45,3497.57,No
6395-XBYQT,Male,1,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.62,4221.68,Yes
6044-ZNRCK,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.81,3925.42,No
1132-WHWNJ,Male,1,No,Yes,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),92.43,5070.55,No
7954-SCTUH,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.0,1116.44,No
4553-RFQLS,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,97.0,2618.08,No
6190-ZTZMG,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.29,942.79,No
7460-VSJXX,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.47,532.15,No
5181-VRHKW,Female,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.16,4968.8,Yes
6636-HQFDH,Female,0,No,Yes,1,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,57.67,56.91,Yes
4977-CXBFM,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),61.24,586.68,No
6326-XMWVN,Male,1,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,81.27,4453.9,No
8323-LLQGM,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.37,4179.4,No
3749-RSWNZ,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.21,293.07,No
9562-VXDME,Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,68.2,130.01,No
1326-DHQPP,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.52,1392.78,No
6779-YVGPC,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,82.25,657.71,Yes
5800-CWJYE,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),86.45,1701.7,No
3680-TPZTL,Female,1,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1179.59,No
4493-FYSKB,Male,0,No,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.62,3446.45,No
6035-NAHNQ,Female,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.55,417.36,No
4676-FABFK,Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.92,1143.5,No
9173-XRXMU,Male,0,No,No,60,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),82.94,4664.96,No
8109-ZLGFZ,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.53,2723.81,No
7503-TMXDR,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.28,1391.07,No
1860-JVDPS,Male,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.27,1455.85,No
8176-UEZPE,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.3,2671.91,Yes
