gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.24,990.21,No
Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,92.21,642.98,No
Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.0,1456.89,No
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),93.31,5333.01,No
Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),88.48,3454.83,No
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.66,1974.34,Yes
Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),59.74,2927.34,No
Male,0,Yes,No,44,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,68.68,2915.59,No
Female,0,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.27,1297.35,No
Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,88.42,4104.0,No
Female,0,No,Yes,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.62,3599.2,No
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.45,1974.62,No
Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.39,1243.58,No
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),72.26,1559.89,Yes
Female,0,No,Yes,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,60.01,3613.17,No
Female,0,No,No,60,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,56.83,3397.04,Yes
Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.0,1036.02,No
Male,0,No,Yes,4,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),57.11,228.26,Yes
Female,0,No,No,69,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.39,5082.18,No
Female,0,Yes,No,39,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),70.68,2692.18,No
Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,95.0,2686.81,No
Female,1,Yes,No,44,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.84,3012.86,Yes
Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.6,137.96,No
Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.63,1347.46,No
Female,1,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.47,320.36,No
Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),52.69,891.62,No
Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),99.05,3743.97,Yes
Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,84.8,3887.25,No
Male,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.48,26.32,Yes
Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,90.78,3771.44,No
Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),74.13,799.23,No
Female,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.46,6120.38,No
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.63,2279.92,Yes
Female,1,Yes,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,59.81,1977.79,No
Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.2,3633.83,Yes
Female,1,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,88.52,924.39,Yes
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,80.24,929.41,No
Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,59.1,3868.07,No
Female,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.53,3186.97,Yes
Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,71.28,1111.25,Yes
Male,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,59.91,2675.14,No
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.3,5320.02,No
Male,1,No,No,55,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,65.37,3309.68,No
Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.91,2274.58,Yes
Female,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.24,4010.74,Yes
Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.47,5658.28,No
Male,0,No,Yes,18,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.46,1142.91,Yes
Female,0,No,Yes,57,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.01,3072.99,No
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,92.25,6620.08,No
Male,0,No,No,25,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.75,1616.58,No
Female,0,Yes,No,64,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.29,3449.99,No
Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,90.98,88.86,No
Female,1,Yes,Yes,27,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),64.91,1636.06,Yes
Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),88.51,1659.63,No
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.64,95.91,No
Male,0,No,No,43,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.59,2276.17,Yes
Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.08,1023.61,Yes
Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,85.17,2139.75,Yes
Female,0,No,Yes,63,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.48,3716.16,Yes
Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.46,1335.37,No
Male,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),91.22,5200.89,Yes
Female,0,Yes,No,46,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),77.64,3523.68,No
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.94,6445.12,No
Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.28,0.0,Yes
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.38,1749.95,No
Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.07,0.0,No
Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,77.84,3952.38,No
Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.3,1461.41,Yes
Male,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.65,724.98,No
Female,0,No,Yes,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.0,145.64,Yes
Male,0,Yes,No,2,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,59.83,113.18,No
Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.5,693.45,Yes
Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,65.39,673.05,No
Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.01,2320.64,No
Female,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.72,253.81,No
Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.29,5591.33,No
Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),81.61,313.41,Yes
Female,0,Yes,No,47,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.66,2783.51,No
Female,0,No,No,33,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,63.35,1999.94,No
Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,83.85,3041.65,No
Male,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,84.74,4647.48,No
Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),87.64,1266.19,No
Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,92.9,0.0,Yes
Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.11,411.18,No
Female,0,No,No,58,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.46,2971.31,Yes
Female,0,No,No,43,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,71.94,2996.35,No
Male,0,No,No,67,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.02,3439.22,No
Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.74,1861.76,No
Female,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),82.9,877.3,Yes
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.18,296.14,Yes
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.24,24.55,No
Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.61,984.04,Yes
Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.56,2350.94,No
Female,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.56,55.15,No
Female,1,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,73.6,4328.89,Yes
Male,0,Yes,No,34,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.35,2485.9,Yes
Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.95,1414.51,No
Male,0,No,No,63,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),52.84,3167.91,No
Male,1,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.64,150.73,Yes
Male,0,No,No,31,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.49,1841.13,No
Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.47,1250.05,No
Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),52.06,3484.19,No
Female,0,No,No,59,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.77,4153.59,Yes
Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,81.67,1190.94,No
Female,1,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.24,390.74,No
Male,1,No,No,58,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,64.92,3633.44,No
Male,1,No,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,66.07,2936.97,No
Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,48.84,823.55,No
Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.04,1159.45,Yes
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),83.63,5404.12,No
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.03,359.72,No
Female,0,No,No,24,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.18,1729.05,No
Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.03,5634.32,No
Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),81.26,3708.52,No
Female,1,Yes,Yes,16,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.91,1109.28,No
Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),86.13,1633.1,Yes
Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,101.18,5864.37,No
Female,0,No,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.32,1222.13,Yes
Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),75.27,3560.53,Yes
Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,81.78,2727.65,No
Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),87.86,1297.44,Yes
Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,91.94,2203.86,No
Female,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.15,1345.85,No
Male,0,No,No,58,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,82.48,4695.81,No
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.17,74.44,No
Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),65.15,4125.99,No
Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.92,1520.42,Yes
Female,0,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,58.8,2651.37,No
Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,61.75,1227.11,No
Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.08,1533.53,Yes
Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.81,1426.32,No
Female,0,No,No,51,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,77.04,3907.58,No
Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,82.88,5135.47,Yes
Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.12,55.23,No
Male,1,No,No,19,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.0,1202.44,Yes
Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,92.15,262.68,No
Female,0,Yes,Yes,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,73.32,2376.64,No
Female,1,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.45,779.3,No
Female,0,No,No,71,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.76,4659.13,No
Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.3,1335.29,Yes
Male,1,Yes,No,48,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,61.53,2743.09,No
Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.54,3795.65,No
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),106.67,508.9,Yes
Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.87,2875.25,No
Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,54.18,1463.53,No
Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,66.84,62.2,No
Female,0,No,Yes,30,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,72.63,2138.95,Yes
Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.41,538.58,No
Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.37,692.64,Yes
Male,1,No,No,15,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,61.04,905.91,Yes
Female,0,No,No,37,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),60.51,2119.87,No
Female,0,No,No,29,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.73,1683.27,No
Male,1,No,Yes,53,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.62,3816.35,No
Female,0,Yes,Yes,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.85,1533.18,No
Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.19,2674.11,No
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.04,2983.89,No
Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.85,2096.65,No
Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,91.42,5265.45,No
Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,80.85,4181.94,No
Male,1,No,No,38,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,65.94,2385.59,No
Male,0,No,Yes,38,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),62.81,2266.01,No
Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.02,3896.46,No
Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,84.67,4655.56,No
Female,1,No,Yes,51,No,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,55.04,2603.73,No
Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,61.88,471.45,Yes
Male,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.59,902.64,No
Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.73,800.45,No
Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),71.76,2910.76,No
Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.23,641.6,No
Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.2,1513.25,No
Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.88,1917.63,No
Female,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.27,943.85,No
Male,0,No,No,50,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.42,2837.23,No
Male,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),71.19,1831.46,No
Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.83,3370.76,No
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,82.93,4105.73,No
Male,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.33,549.64,Yes
Female,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.52,5804.19,No
Female,0,No,No,39,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.86,2374.94,No
Male,0,Yes,Yes,57,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.98,2900.04,No
Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,79.81,3810.57,No
Male,1,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.39,4547.22,No
Male,1,No,No,49,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.77,3887.42,Yes
Male,1,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.67,1020.26,No
Female,0,No,No,55,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.69,2927.95,No
Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,91.43,3099.12,No
Female,1,No,Yes,62,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.26,4439.23,No
Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,99.93,3376.75,No
Male,0,Yes,No,53,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.04,4139.04,No
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.02,1216.16,No
Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,101.92,1283.51,No
Female,0,Yes,No,41,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.56,2317.3,No
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.72,1848.2,No
Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,80.17,4070.31,No
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.52,607.51,No
Male,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,77.74,4660.72,No
Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.44,3282.3,Yes
